Word,NoteID,CanonicalWord,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,Sources,SourceBooks,Tags
water,KV000089,water,[ˈwɔːtə(r)],[ˈwɔːtər],水,I always take some water to school.,我总会带些水去学校。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
thirsty,KV000090,thirsty,[ˈθɜːsti],[ˈθɜːrsti],口渴的,I am thirsty after PE class.,体育课后我口渴了。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
thanks,KV000091,thanks,[θæŋks],[θæŋks],谢谢,Thanks for the water.,谢谢你的水。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
shirt,KV000092,shirt,[ʃɜːt],[ʃɜːrt],衬衫,I wore a blue shirt to school today.,我今天穿了一件蓝色衬衫去学校。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
T-shirt,KV000093,T-shirt,[ˈtiː ʃɜːt],[ˈtiː ʃɜːrt],T恤衫,This T-shirt is too small for me now.,这件T恤现在对我来说太小了。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
skirt,KV000094,skirt,[skɜːt],[skɜːrt],短裙；裙子,She wore a red skirt to the party.,她穿着一条红裙子去参加聚会。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
dress,KV000095,dress,[dres],[dres],连衣裙,My sister wore a yellow dress to the party.,我妹妹穿着一条黄色连衣裙去参加聚会。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
socks,KV000096,socks,[sɒks],[sɑːks],袜子,I can't find my blue socks this morning.,今天早上我找不到我的蓝色袜子。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
shorts,KV000097,shorts,[ʃɔːts],[ʃɔːrts],短裤,I wear shorts when it is hot.,天气热的时候我穿短裤。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
your,KV000098,your,[jɔː(r); jə(r)],[jʊr; jər],你的；你们的,Is this your ruler or mine?,这是你的尺子还是我的？,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
father,KV000099,father,[ˈfɑːðə(r)],[ˈfɑːðər],爸爸；父亲,My father usually drives me to school.,我爸爸通常开车送我上学。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-review
mother,KV000100,mother,[ˈmʌðə(r)],[ˈmʌðər],妈妈；母亲,My mother likes reading after dinner.,我妈妈喜欢晚饭后读书。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
brother,KV000101,brother,[ˈbrʌðə(r)],[ˈbrʌðər],兄弟；哥哥；弟弟,My brother and I play basketball after school.,我和哥哥（弟弟）放学后打篮球。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
sister,KV000102,sister,[ˈsɪstə(r)],[ˈsɪstər],姐妹；姐姐；妹妹,My sister is drawing a picture in her room.,我姐姐（妹妹）正在房间里画画。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
grandmother,KV000103,grandmother,[ˈɡrænmʌðə(r)],[ˈɡrænmʌðər],奶奶；外婆,My grandmother reads with me before bed.,我奶奶（外婆）睡前和我一起读书。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
grandfather,KV000104,grandfather,[ˈɡrænfɑːðə(r)],[ˈɡrænfɑːðər],爷爷；外公,My grandfather walks in the park every morning.,我爷爷（外公）每天早上在公园散步。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
who,KV000105,who,[huː],[huː],谁,Who is the boy standing by the door?,站在门边的那个男孩是谁？,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
he,KV000106,he,[hi; iː; i; hiː],[hi; iː; i; hiː],他,He usually goes to school by bus.,他通常坐公交车上学。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
she,KV000107,she,[ʃi],[ʃi; ʃiː],她,She likes reading books after school.,她喜欢放学后读书。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
classmate,KV000108,classmate,[ˈklɑːsmeɪt],[ˈklæsmeɪt],同班同学,My classmate and I play basketball after school.,我和同班同学放学后打篮球。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
friend,KV000109,friend,[frend],[frend],朋友,My friend and I read books after school.,我和朋友放学后一起读书。,4,rj_start1,rj_start1::2年级上|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-review
woman,KV000110,woman,[ˈwʊmən],[ˈwʊmən],女人；妇女,The woman near the door is our teacher.,门边的那位女士是我们的老师。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
girl,KV000111,girl,[ɡɜːl],[ɡɜːrl],女孩,The girl in the blue dress is my classmate.,穿蓝色连衣裙的女孩是我的同班同学。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
man,KV000112,man,[mæn],[mæn],男人,The man near the school is my father.,学校附近的那个男人是我爸爸。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
boy,KV000113,boy,[bɔɪ],[bɔɪ],男孩,The boy with the red schoolbag is my friend.,背红色书包的男孩是我的朋友。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
look,KV000114,look,[lʊk],[lʊk],看,Look at the words on the blackboard.,看黑板上的单词。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
his,KV000115,his,[hɪz],[hɪz; ɪz],他的,His schoolbag is under the desk.,他的书包在课桌下面。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
name,KV000116,name,[neɪm],[neɪm],名字,Her name is on the first page of the book.,她的名字在书的第一页上。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
her,KV000117,her,[hə(r)],[hər; ɜːr; ər; hɜːr],她的,Her blue pencil is on my desk.,她的蓝色铅笔在我的课桌上。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
or,KV000118,or,[ɔː(r)],[ɔːr],或者,Is he tall or short?,他是高还是矮？,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
big,KV000119,big,[bɪɡ],[bɪɡ],大的,Our school is big and has many classrooms.,我们学校很大，有很多教室。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
tall,KV000120,tall,[tɔːl],[tɔːl],高的,My father is taller than my mother.,我爸爸比我妈妈高。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
pretty,KV000121,pretty,[ˈprɪti],[ˈprɪti],漂亮的,She looks pretty in that red dress.,她穿那条红色连衣裙很好看。,4,rj_start1,rj_start1::2年级上|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-review
thin,KV000122,thin,[θɪn],[θɪn],瘦的,My brother is tall and thin.,我哥哥（弟弟）又高又瘦。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
short,KV000123,short,[ʃɔːt],[ʃɔːrt],矮的；短的,This ruler is too short for the desk.,这把尺子对这张课桌来说太短了。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
handsome,KV000124,handsome,[ˈhænsəm],[ˈhænsəm],英俊的,My uncle looks handsome in his new shirt.,我叔叔穿新衬衫看起来很帅。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
new,KV000125,new,[njuː],[nuː],新的,I got a new schoolbag for the new term.,新学期我有了一个新书包。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
does,KV000126,does,[dʌz],[dʌz],助动词（do的第三人称单数）,Does he like cats?,他喜欢猫吗？,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
bookshop,KV000127,bookshop,[ˈbʊkʃɒp],[ˈbʊkʃɑːp],书店,There is a small bookshop near our school.,我们学校附近有一家小书店。,4,rj_start1,rj_start1::2年级上|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-review
zoo,KV000128,zoo,[zuː],[zuː],动物园,We can see tigers and monkeys at the zoo.,我们在动物园能看到老虎和猴子。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
school,KV000129,school,[skuːl],[skuːl],学校,I walk to school with my friend every day.,我每天和朋友一起走路上学。,4,rj_start1,rj_start1::2年级上|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-review
supermarket,KV000130,supermarket,[ˈsuːpəmɑːkɪt],[ˈsuːpərmɑːrkɪt],超市,There is a supermarket near my home.,我家附近有一家超市。,4,rj_start1,rj_start1::2年级上|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-review
park,KV000131,park,[pɑːk],[pɑːrk],公园,We play football in the park after school.,我们放学后在公园踢足球。,4,rj_start1,rj_start1::2年级上|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-review
hospital,KV000132,hospital,[ˈhɒspɪt(ə)l],[ˈhɑːspɪtl],医院,The hospital is near the supermarket.,医院在超市附近。,4,rj_start1,rj_start1::2年级上|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-review
go,KV000133,go,[ɡəʊ],[ɡoʊ],去,Let's go to the park.,我们去公园吧。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
to,KV000134,to,[tə],[tə; tu; tuː],到；向；去,Let's go to school.,我们去学校吧。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
grass,KV000135,grass,[ɡrɑːs],[ɡræs],草,Please don't walk on the grass.,请不要踩草地。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
tree,KV000136,tree,[triː],[triː],树,A bird is sitting in the tall tree.,一只鸟正停在那棵高树上。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
flower,KV000137,flower,[ˈflaʊə(r)],[ˈflaʊər],花,There are many flowers near the lake.,湖边有很多花。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
boat,KV000138,boat,[bəʊt],[boʊt],小船,We can see a small boat on the lake.,我们能看到湖上有一条小船。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
lake,KV000139,lake,[leɪk],[leɪk],湖,We walked around the lake after lunch.,午饭后我们绕着湖散步。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
hill,KV000140,hill,[hɪl],[hɪl],小山,We climbed the hill on Sunday morning.,星期日早上我们爬了小山。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
Christmas,KV000141,Christmas,[ˈkrɪsməs],[ˈkrɪsməs],圣诞节,Merry Christmas!,圣诞快乐！,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
Father Christmas,KV000142,Father Christmas,,,圣诞老人,Father Christmas puts presents under the tree.,圣诞老人把礼物放在树下。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
Christmas tree,KV000143,Christmas tree,[ˈkrɪsməs triː],[ˈkrɪsməs triː],圣诞树,We put cards and presents under the Christmas tree.,我们把贺卡和礼物放在圣诞树下。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
card,KV000144,card,[kɑːd],[kɑːrd],卡片；贺卡,I made a birthday card for my friend.,我给朋友做了一张生日贺卡。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
present,KV000145,present,[ˈprez(ə)nt],[ˈpreznt],礼物,I opened my birthday present after dinner.,晚饭后我打开了生日礼物。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
New Year,KV000146,New Year,,,新年,Happy New Year!,新年快乐！,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
merry,KV000147,merry,[ˈmeri],[ˈmeri],快乐的；愉快的,Merry Christmas!,圣诞快乐！,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
too,KV000148,too,[tuː],[tuː],也,This box is too heavy for me to carry.,这个箱子太重了，我搬不动。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
here,KV000149,here,[hɪə(r)],[hɪr],这里,Come here and look at this picture.,到这里来看看这张图片。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
for,KV000150,for,[fə(r)],[fər; fɔːr],给；为了,I made this card for my mother.,我为妈妈做了这张卡片。,4,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
thank,KV000151,thank,[θæŋk],[θæŋk],感谢；谢谢,Thank you.,谢谢你。,4,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::lower-grade-backfill
happy,KV000152,happy,[ˈhæpi],[ˈhæpi],快乐的；高兴的,Happy New Year!,新年快乐！,4,rj_start1,rj_start1::2年级上|rj_start1::6年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::6 source::rj_start1::grade::6::上 stage::lower-grade-backfill
play football,KV000153,play football,,,踢足球,I play football after school.,我放学后踢足球。,4,rj_start1,rj_start1::2年级下|rj_start1::3年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-review
fly a kite,KV000154,fly a kite,,,放风筝,We often fly a kite in the park on windy days.,有风的日子我们经常在公园放风筝。,4,rj_start1,rj_start1::2年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
ride a bike,KV000155,ride a bike,,,骑自行车,I often ride a bike in the park after school.,我放学后经常在公园骑自行车。,4,rj_start1,rj_start1::2年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
make a model plane,KV000156,make a model plane,,,做飞机模型,I make a model plane with my friend after school.,放学后我和朋友一起做飞机模型。,4,rj_start1,rj_start1::2年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
swim,KV000157,swim,[swɪm],[swɪm],游泳,We swim at the sports centre on Saturdays.,我们星期六在体育中心游泳。,4,rj_start1,rj_start1::2年级下|rj_start1::3年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-review
make a snowman,KV000158,make a snowman,,,堆雪人,Let's make a snowman.,我们来堆雪人吧。,4,rj_start1,rj_start1::2年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
can't,KV000159,can't,,,不能；不会,I can't swim.,我不会游泳。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
rainy,KV000160,rainy,[ˈreɪni],[ˈreɪni],下雨的；多雨的,We stay inside and read on rainy days.,下雨天我们待在室内读书。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
cloudy,KV000161,cloudy,[ˈklaʊdi],[ˈklaʊdi],多云的,"The sky is cloudy, but it is not cold.",天空多云，但并不冷。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
snowy,KV000162,snowy,[ˈsnəʊi],[ˈsnoʊi],下雪的；多雪的,We made a snowman on a snowy morning.,一个下雪的早晨我们堆了雪人。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
windy,KV000163,windy,[ˈwɪndi],[ˈwɪndi],有风的；多风的,"It is windy, so hold your hat.",风很大，所以扶好你的帽子。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
sunny,KV000164,sunny,[ˈsʌni],[ˈsʌni],晴朗的；阳光充足的,We went for a picnic on a sunny day.,一个晴天我们去野餐了。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
umbrella,KV000165,umbrella,[ʌmˈbrelə],[ʌmˈbrelə],雨伞,Take an umbrella because it may rain.,带把雨伞吧，因为可能会下雨。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
weather,KV000166,weather,[ˈweðə(r)],[ˈweðər],天气,How is the weather?,天气怎么样？,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
wow,KV000167,wow,[waʊ],[waʊ],哇；呀,Wow this model plane is great!,哇，这个飞机模型真棒！,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
let's,KV000168,let's,,,让我们,Let's go to the park.,我们去公园吧。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
spring,KV000169,spring,[sprɪŋ],[sprɪŋ],春天,We often fly kites in spring.,春天我们经常放风筝。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
summer,KV000170,summer,[ˈsʌmə(r)],[ˈsʌmər],夏天,I like swimming with my friends in summer.,夏天我喜欢和朋友们一起游泳。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
autumn,KV000171,autumn,[ˈɔːtəm],[ˈɔːtəm; ˈɑːtəm],秋天,The leaves turn yellow in autumn.,秋天树叶变黄。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
winter,KV000172,winter,[ˈwɪntə(r)],[ˈwɪntər],冬天,We make snowmen in winter with our friends.,冬天我们和朋友们一起堆雪人。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
hot,KV000173,hot,[hɒt],[hɑːt],热的,It is too hot to play outside at noon.,中午太热，不适合在外面玩。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
warm,KV000174,warm,[wɔːm],[wɔːrm],暖和的,The weather gets warm in spring.,春天天气变暖。,4,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::lower-grade-backfill
